"filename", "language", "Java", "comment", "blank", "total"
"c:\Users\berys\Java\Counter\counter\src\main\java\com\example\Button.java", "Java", 0, -2, 0, -2
"c:\Users\berys\Java\Counter\counter\src\main\java\com\example\Menu.java", "Java", 0, -1, 0, -1
"c:\Users\berys\Java\Counter\counter\src\main\java\com\example\folder.java", "Java", -1, 0, 0, -1
"Total", "-", -1, -3, 0, -4
